aback, NN
brawniness, NN
brawny, JJ
brawny, NN
brawny, NNS
brawny, VBD
brazen, JJ
breach, NN
breach, VB
breaches, NNS
breaches, VBZ
breaching, NN
bread, NN
breadfruit, NN
breadth, NN
break, NN
break, VB
break, VBP
breakers, NNS
breakfast, NN
breakfast, VB
breakfasting, VBG
breaking, JJ
breaking, NN
breaking, VBG
breaks, JJ
breaks, NNS
breaks, VBZ
breast, NN
breast, VB
breastband, NN
breasted, VBD
breasts, NNS
breath, NN
breathe, NN
breathe, VBD
breathe, VBP
breathed, VBD
breathes, VBZ
breathest, NN
breathing, NN
breathing, VBG
breathless, NN
breaths, NNS
bred, VBD
bred, VBN
breeching, VBG
breed, VB
breedeth, VBD
breeding, NN
breeds, NNS
breeds, VBZ
breeze, NN
breezeless, NN
breezelessness, NN
breezes, NNS
breezing, VBG
breezy, NN
bressed, VBD
bressed, VBN
brevet, NN
brevity, NN
brew, NN
brewed, VBD
brewed, VBN
brewery, NN
brick, NN
bricks, NNS
bridal, NN
bridals, NNS
bride, NN
bridegroom, NN
bridegrooms, NNS
brides, NNS
bridges, NNS
bridle, VB
brief, JJ
brief, NN
briefly, JJ
brig, NN
brigandish, JJ
brigger, JJR
bright, JJ
bright, NN
bright, VBD
bright, VBZ
brighter, NN
brightest, JJS
brightness, JJ
brightness, NN
brigness, NN
brigs, NNS
brilliance, NN
brilliancy, NN
brilliant, JJ
brim, NN
brimful, NN
brimmed, VBD
brimmers, NNS
brimming, JJ
brimming, NN
brimming, VBG
brimstone, NN
brindled, VBD
brine, NN
bring, VB
bring, VBG
bring, VBP
bringing, VBG
brings, VBZ
brisk, JJ
bristles, NNS
bristling, JJ
bristling, NN
brit, NN
british, JJ
britons, NNS
brittle, JJ
broad, JJ
broad, NN
broidered, JJ
broiled, JJ
broiled, VBN
broiling, VBG
broke, NN
broke, VBD
broken, JJ
broken, NN
broken, NNS
broken, VB
broken, VBD
broken, VBN
broker, NN
bronze, JJ
bronze, NN
brood, NN
brooding, NN
brooding, VBG
broods, NNS
broods, VB
brook, NN
brook, VB
brooks, NNS
broom, NN
brother, NN
brotherhood, NN
brotherly, NN
brothers, NNS
brought, JJ
brought, VBD
brought, VBN
brow, NN
brown, JJ
brown, NN
brown, VBN
brows, NNS
browsing, VBG
bruised, VBD
bruited, VBD
bruited, VBN
brunt, NN
brush, NN
brushed, VBN
brushing, VBG
brushwood, NN
brutal, JJ
brute, NN
brutes, NNS
bubble, JJ
bubble, NN
bubbled, VBD
bubbles, NNS
bubbles, VBZ
bubbling, VBG
buck, NN
bucket, NN
buckets, NNS
buckle, NN
buckle, VB
buckler, NN
bucklers, NNS
buckling, VBG
bucks, NNS
buckskin, JJ
buckskin, NN
budding, NN
budge, NN
budge, VB
budged, VBD
buffalo, NN
buffaloes, NNS
bugbear, JJ
builded, VBD
builder, NN
builders, NNS
building, NN
built, NN
built, VBD
built, VBN
bulb, NN
bulbous, JJ
bulbs, NN
bulge, VBP
bulk, NN
bulk, VBD
bulkhead, NN
bulks, NNS
bulky, JJ
bulky, NN
bull, NN
bull, VB
bullets, NNS
bullocks, NNS
bulls, NNS
bulwarks, NNS
bump, NN
bumped, VBD
bumpers, NNS
bumping, VBG
bumpkin, NN
bumpkins, NNS
bumps, NNS
bumps, VBZ
bunch, NN
bunched, VBN
bundle, NN
bundles, NNS
bundling, NN
bung, NN
bunger, NN
bunk, NN
bunks, NNS
bunting, NN
buoy, NN
buoyancy, NN
buoyant, JJ
buoyant, NN
buoyed, VBN
buoys, NNS
burden, NN
burghers, NNS
burglar, NN
burglaries, NNS
burial, NN
buried, JJ
buried, VBN
buries, NNS
burn, NN
burn, VB
burn, VBP
burned, JJ
burned, VBD
burned, VBN
burning, NN
burning, VBG
burnish, VB
burnished, JJ
burns, NNS
burns, VBZ
burnt, JJ
burnt, VB
burnt, VBZ
burrower, NN
burst, JJ
burst, NN
burst, VB
burst, VBD
burst, VBP
burst, VBZ
bursting, JJ
bursting, NN
bursting, VBG
burtons, NNS
bury, NN
bury, VB
bury, VBP
burying, VBG
bush, NN
bushel, NN
business, NN
busks, NNS
bust, NN
bustle, NN
bustle, VBP
bustles, VBZ
busts, NNS
busy, JJ
busying, VBG
butcher, NN
butchering, VBG
butchers, NNS
butter, NN
butter, VB
buttered, VBN
butterflies, NNS
butterfly, NN
butteries, NNS
butterless, JJ
button, NN
button, VB
buttoned, VBD
buttoned, VBN
buttoning, VBG
buttons, NNS
buttress, NN
buttressed, VBN
butts, NN
buy, VB
bye, NN
bystanders, NNS
cabalistical, JJ
cabalistics, NNS
cabin, JJ
cabin, NN
cabinet, NN
cabinets, NNS
cabins, NNS
cable, NN
cabled, JJ
cables, NNS
cachalot, NN
cadence, NN
cage, NN
caged, JJ
cain, NN
cajoling, VBG
cakes, NN
cakes, VBZ
caking, NN
calabash, NN
calamities, NNS
calamity, NN
calculate, VB
calculate, VBP
calculated, JJ
calculated, VBD
calculated, VBN
calculating, VBG
calculation, NN
calendar, NN
calf, NN
californian, JJ
call, NN
call, VB
call, VBP
callao, NN
called, JJ
called, VBD
called, VBN
callest, JJS
callest, VB
calling, VBG
callings, NNS
calls, NNS
calls, VBZ
calm, JJ
calm, NN
calmly, JJ
calmly, NN
calmly, VB
calmness, NN
calms, NNS
calomel, NN
calves, NNS
cambrics, NNS
cambyses, NNS
came, VBD
camel, NN
campaign, NN
camphorated, JJ
can, VB
canadian, JJ
canakin, NN
canal, JJ
canal, NN
canallers, NNS
canals, NNS
candelabra, NN
candid, NNS
candidate, NN
candidates, NNS
candies, NNS
candle, JJ
candle, NN
candles, NNS
cane, NN
canes, NNS
cankerous, JJ
cannibal, JJ
cannibal, NN
cannibal, VBP
cannibalism, NN
cannibals, NNS
cannikin, NN
cannon, NN
canoe, NN
canoes, NNS
canonic, JJ
canonicals, NNS
canonized, JJ
canopy, NN
canst, JJ
canst, NN
canst, VB
canst, VBZ
cant, NN
cant, VB
canted, VBD
canted, VBN
canticle, NN
canting, NN
canvas, NN
cap, NN
capable, JJ
capacious, JJ
capacity, NN
cape, NN
caper, NN
capering, VBG
capital, NN
capitals, NNS
capping, VBG
caprices, NNS
capricious, JJ
caps, NNS
capsize, NN
capsized, JJ
capsized, VBN
capsizing, VBG
capsizings, NNS
capstan, JJ
capstan, NN
capstans, NNS
captain, NN
captain, VB
captains, NNS
capting, VBG
captive, JJ
captive, NN
captors, NNS
capture, NN
capture, VB
capture, VBP
captured, JJ
captured, VBD
captured, VBN
capturing, VBG
caput, NN
car, NN
caravan, NN
caravans, NNS
carcase, NN
carcases, NNS
card, NN
cardinals, NNS
cards, NNS
care, NN
care, VBP
cared, VBD
careening, NN
careens, NNS
careens, VBZ
career, NN
careful, JJ
careful, NN
careless, JJ
careless, NN
carelessness, NN
cares, NNS
cares, VBZ
caress, NN
caressed, VBD
cargo, NN
cargoes, NNS
carking, VBG
carlines, NNS
carnation, NN
carnivorous, JJ
carpenter, NN
carpenter, VB
carpenters, NNS
carpet, NN
carpets, NNS
carriage, NN
carriages, NNS
carried, JJ
carried, VBD
carried, VBN
carries, VBZ
carrion, NN
carry, NN
carry, VB
carry, VBP
carrying, NN
carrying, VBG
cart, NN
carted, VBN
cartload, NN
cartridge, NN
carve, VB
carve, VBP
carved, JJ
carved, VBD
carved, VBN
carving, NN
carving, VBG
cascade, NN
cascading, VBG
case, NN
cased, VBD
cased, VBN
casement, NN
casements, NNS
cases, NNS
cash, NN
cashier, VB
cask, NN
casked, VBN
casket, NN
casks, NNS
cassock, NN
cast, JJ
cast, NN
cast, VB
cast, VBD
cast, VBN
cast, VBP
castaway, NN
castaways, NNS
casting, VBG
castle, NN
castor, NN
castors, NNS
casts, NNS
casts, VBZ
casual, JJ
casualties, NNS
casualty, NN
cat, NN
catacombs, NNS
catalogue, VB
cataract, NN
catarrhs, NN
catastrophe, NN
catch, NN
catch, VB
catched, VBN
catches, VBZ
catching, VBG
caterpillar, JJ
cathedrals, NNS
cats, NNS
cattle, NNS
caught, JJ
caught, NN
caught, VBD
caught, VBN
caught, VBP
caulk, VBP
caulk, VBZ
caulked, VBN
caulking, JJ
caulking, VBG
cause, NN
cause, VB
cause, VBP
caused, VBD
caused, VBN
causes, VBZ
causing, VBG
caution, NN
cautious, JJ
cautiousness, NN
cavalier, JJR
cavaliers, NNS
cave, NN
cave, VBP
caved, JJ
caves, VBZ
cavity, NN
caw, NN
cease, NN
cease, VBD
cease, VBP
ceaseless, JJ
ceaseless, NN
ceases, NNS
ceasing, VBG
cedar, NN
ceiling, NN
celebrate, VB
celebrate, VBP
celebrated, JJ
celebration, NN
celerity, NN
celestial, JJ
cell, NN
cellar, NN
cellars, NNS
cells, NNS
cemeteries, NNS
cenotaphs, NN
census, NN
cent, NN
centaurs, NNS
centipede, NN
central, JJ
centralization, NN
centre, NN
centrepiece, NN
centres, NNS
cents, NNS
centuries, NNS
century, NN
cerebellum, NN
ceremonial, JJ
ceremonies, NNS
ceremony, NN
certain, JJ
certainties, NNS
certainty, NN
cetacea, NN
cetological, JJ
cetology, NN
chace, NN
chafed, VBD
chain, NN
chained, VBD
chained, VBN
chains, NNS
chair, NN
chairs, NNS
chalices, NNS
chalking, VBG
challenge, VBP
chamber, NN
chambers, NNS
chamois, NN
champed, VBD
champions, NNS
champollion, NN
chance, NN
chanced, NNS
chanced, VBD
chanced, VBN
chancery, NN
chances, NNS
chances, VBZ
chancing, VBG
change, NN
change, VB
change, VBP
changed, JJ
changed, VBD
changed, VBN
changeful, JJ
changeless, NN
changing, VBG
channels, NNS
chaos, NN
chaotic, JJ
chap, NN
chapel, NN
chapels, NNS
chaplain, NN
chaps, NNS
chapter, NN
chapter, VB
chapters, NNS
character, NN
characteristic, JJ
characteristics, NNS
characterized, VBN
characterizing, NN
characters, NNS
charcoal, NN
charge, NN
charged, VBN
charger, NN
chargers, NNS
charges, VBZ
charging, VBG
charitable, JJ
charity, NN
charm, NN
charm, VB
charmed, JJ
charmed, NN
charms, NNS
charms, VBZ
chart, NN
charted, VBN
charter, VB
chartering, VBG
charts, NNS
chase, NN
chase, VB
chased, JJ
chased, VBD
chased, VBN
chases, VBZ
chasing, NN
chasing, VBG
chasm, NN
chassee, NN
chastisements, NNS
chat, NN
chat, NNS
chat, VB
chat, VBP
chattering, VBG
chatting, VBG
cheap, JJ
cheapest, JJS
cheating, JJ
cheating, NN
check, VB
checkered, VBN
cheek, NN
cheeks, NN
cheer, NN
cheer, VB
cheered, VBD
cheerful, JJ
cheerfulness, NN
cheeriest, JJS
cheering, NN
cheering, VBG
cheerless, JJ
cheerless, NN
cheerly, JJ
cheers, NNS
cheery, NN
cheese, NN
cheese, VBZ
cheeseries, NNS
chemistry, NN
cherish, JJ
cherish, VB
cherish, VBP
cherished, VBD
cherished, VBN
cherishing, VBG
cherries, NNS
cherry, NN
cherrying, VBG
cherubim, NN
chest, JJ
chest, JJS
chest, NN
chestnuts, NNS
chests, NNS
chewed, JJ
chewed, VBD
chewing, VBG
chicha, NN
chick, NN
chickens, NNS
chief, JJ
chief, NN
chiefly, JJ
chiefly, NN
chiefly, VB
chiefly, VBN
chiefly, VBP
chiefly, VBZ
chiefs, NNS
child, JJ
child, NN
childhood, NN
childish, JJ
children, NNS
chilian, JJ
chill, NN
chilled, VBN
chimed, VBD
chimney, NN
chimneys, NNS
chin, JJ
chin, NN
chinese, JJ
chinks, NNS
chip, NN
chipped, VBD
chipping, VBG
chips, NNS
chirography, NN
chisel, NN
chisel, VB
chiseled, JJ
chiselled, JJ
chiselled, VBD
chivalric, JJ
chivalrous, JJ
chock, VB
chocks, NNS
choice, NN
choke, VB
choked, VBD
choking, VBG
cholera, NN
choose, VB
choose, VBP
chopping, VBG
chorus, NN
chose, VBD
chosen, JJ
chosen, NN
chowder, NN
chowders, NNS
christ, NN
christened, VBD
christenings, NNS
christian, JJ
chronicled, VBD
chronicler, NN
chronicles, NNS
chronometer, NN
chrysalis, NN
chuckle, NN
chuckled, VBD
chucks, VBZ
church, NN
churches, NNS
churches, VBZ
churchyard, NN
churned, VBD
churning, VBG
cibil, VBN
cigar, NN
cigars, NNS
cindered, VBD
cinders, NNS
cinnamon, NN
cipher, NN
circassian, NN
circle, NN
circled, VBD
circles, NNS
circling, VBG
circlings, NNS
circuit, NN
circular, JJ
circular, NN
circulars, NNS
circulate, VBP
circulates, NNS
circulating, VBG
circulation, NN
circumambient, NN
circumambulate, VB
circumference, NN
circumferences, NNS
circumnavigated, VBN
circumnavigating, NN
circumnavigating, VBG
circumnavigation, NN
circumnavigations, NNS
circumpolar, JJ
circumspect, VB
circumspection, NN
circumstance, NN
circumstanced, VBN
circumstances, NNS
circumstantial, JJ
circumventing, NN
circumvention, NN
circus, NN
cistern, JJ
cistern, NN
cisterns, NNS
citadel, NN
citadels, NNS
citation, NN
citations, NNS
cite, VBP
cited, VBD
cities, NNS
citron, NN
city, NN
civil, JJ
civility, NN
civilization, NN
civilized, JJ
civilized, VBD
civilized, VBN
clad, NN
claim, NN
claim, VB
claim, VBP
claimed, VBD
claimed, VBN
claims, NNS
clam, NN
clamber, VBP
clammy, JJ
clamor, NN
clamorous, JJ
clamped, JJ
clams, NNS
clan, NN
clanged, VBD
clanging, VBG
clanking, NN
clanking, VBG
clap, NN
clap, VB
clapped, VBD
clapped, VBN
clapping, VBG
claps, NNS
claps, VB
clapt, VBP
claret, NN
clashing, NN
clasped, VBD
class, NN
classed, VBN
classic, JJ
classical, JJ
classification, NN
classify, VB
clattering, VBG
claw, NN
claws, NN
clay, NN
clay, VBN
clayey, JJ
clean, JJ
clean, NN
cleanliest, JJS
cleanse, VB
cleansed, VBD
cleansed, VBN
cleansing, NN
clear, JJ
clear, NN
clear, VB
clear, VBP
cleared, VBD
cleared, VBN
clearer, NN
clearing, NN
clearing, VBG
clearings, NNS
clearness, NN
cleat, NN
cleats, NNS
cleaving, VBG
cleets, NNS
cleft, NN
clefts, NNS
clenched, JJ
clenched, VBN
clenching, VBG
clergy, NN
clergyman, NN
clerical, JJ
clever, JJ
clews, NNS
clicked, VBD
clicked, VBN
cliffs, NNS
climate, NN
climates, NNS
climax, NN
climb, VB
climb, VBP
climbed, VBD
climbing, VBG
climbs, NN
climbs, VBZ
clime, NN
climes, NNS
clinch, NN
clinch, VB
clinch, VBZ
clinched, VBD
cling, VBG
clingest, VBP
clinging, NN
clinging, VBG
clingings, NNS
clings, NNS
clinking, NN
clipped, JJ
cloak, NN
clock, NN
clogged, VBN
cloistered, JJ
close, JJ
close, NN
close, VB
closed, JJ
closed, VBD
closed, VBN
closeness, NN
closer, JJR
closer, NN
closer, VBN
closes, VBZ
closet, NN
closing, NN
closing, VBG
cloth, NN
clothe, NN
clothed, VBD
clothed, VBN
clothes, NNS
clothing, NN
clotted, VBN
clotting, VBG
cloud, NN
cloudless, NN
clouds, NN
clouds, NNS
clouds, VB
clouds, VBP
cloudy, NN
clout, NN
clove, VBP
cloven, JJ
clover, NN
cloves, NNS
club, NN
clubbed, JJ
clubbed, NNS
clubs, NNS
clue, NN
clumped, VBN
clumsiest, NN
clumsy, JJ
clumsy, NN
clung, NN
clung, VBD
cluster, NN
clustered, VBN
clustering, VBG
clusters, NNS
clutch, NN
clutch, VB
clutch, VBP
clutched, VBD
clutched, VBN
clutches, NNS
clutching, VBG
coach, NN
coaches, NNS
coal, NN
coalescing, VBG
coals, NNS
coarse, JJ
coast, NN
coasting, VBG
coasts, NNS
coat, NN
coated, VBN
coating, VBG
coats, NNS
coax, NN
cobbler, NN
cobbling, NN
cobbling, VBG
cobweb, NN
cock, NN
cocked, JJ
cockpits, NNS
cocks, NNS
cocoanut, NN
cocoanuts, NNS
cod, NN
cod, VB
code, NN
codfish, JJ
coerced, VBD
coercing, VBG
coffee, NN
coffin, NN
coffined, VBN
coffins, NNS
coffins, VBZ
cogent, JJ
cogent, NN
cogged, VBN
cognisable, JJ
cohered, VBN
cohorts, NNS
coil, NN
coil, VB
coiled, VBD
coiled, VBN
coiling, NN
coiling, VBG
coils, NNS
coils, VBZ
coin, NN
coincidings, NNS
coined, VBN
coins, NNS
cold, JJ
cold, NN
cold, VBN
colder, NN
colds, NNS
coleridge, VB
colic, NN
collapsed, VBD
collapsed, VBN
collar, NN
collared, VBN
collaring, VBG
collated, VBN
collateral, JJ
collateral, NN
collected, VBD
collected, VBN
collectedness, NN
collecting, VBG
collection, NN
college, NN
colleges, NNS
collegians, NNS
collision, NN
colonial, NN
colonies, NNS
colonnades, NNS
colony, NN
colorless, NN
colossal, JJ
colossal, NN
colour, NN
colour, VB
coloured, JJ
colouring, VBG
colourless, JJ
colourless, NN
colours, NNS
colt, NN
column, NN
columns, NN
columns, NNS
comb, NN
combat, NN
combed, JJ
comber, NN
combination, NN
combinations, NNS
combined, JJ
combined, VBN
combing, NN
combing, VBG
combining, VBG
come, JJ
come, NN
come, VB
come, VBD
come, VBN
come, VBP
comedies, NNS
comes, VBZ
comest, JJS
comet, NN
cometh, NN
comets, NNS
comfort, NN
comfortable, JJ
comfortableness, NN
comfortably, NN
comforted, VBN
comforter, NN
comforters, NNS
comforting, VBG
comforts, NNS
comical, JJ
coming, JJ
coming, NN
coming, VBG
command, NN
command, VB
commanded, VBD
commanded, VBN
commander, NN
commanders, NNS
commanding, JJ
commanding, NN
commanding, VBG
commandment, NN
commands, NNS
commands, VBZ
commence, NN
commence, VB
commenced, VBD
commend, VB
commended, VBD
commentaries, NNS
commentator, NN
commentators, NNS
commenting, NN
commerce, NN
commercial, JJ
commissioned, VBN
committed, VBN
committing, VBG
commodores, NNS
common, JJ
commonalty, NN
commonest, JJS
commonplaces, NNS
commons, NNS
commotion, NN
commotions, NNS
communicated, VBD
communicates, VBZ
communicating, VBG
communication, NN
communications, NNS
communing, VBG
communion, NN
communities, NNS
community, NN
compact, JJ
compact, NN
compacted, JJ
compacted, VBN
compactness, JJR
companied, VBZ
companies, NNS
companion, NN
companionable, JJ
companions, NNS
companionship, NN
companionway, NN
company, NN
comparable, JJ
comparative, JJ
compare, NN
compare, VB
compare, VBP
compared, VBN
comparing, VBG
comparison, NN
compass, NN
compasses, NNS
compasses, VBZ
compassion, NN
compendious, JJ
compensated, VBN
competency, NN
competent, JJ
competent, NN
compilations, NNS
compile, VB
compiled, VBD
complain, VB
complained, VBD
complement, NN
complete, JJ
complete, NN
complete, VB
completed, VBD
completed, VBN
completing, VBG
completion, NN
complexion, NN
complexioned, VBD
complexioned, VBN
compliance, NN
complicated, JJ
complicated, VBN
complied, VBD
complied, VBN
complies, VBZ
compliment, NN
complimented, JJ
complimented, VBN
compliments, NNS
comply, VB
comported, VBN
compose, VBD
composed, JJ
composed, VBD
composing, VBG
compound, NN
compounded, VBN
comprehend, VB
comprehended, VBD
comprehended, VBN
comprehending, VBG
comprehensible, JJ
comprehension, NN
comprehensive, JJ
comprehensiveness, NN
compress, VB
comprise, VBP
comprised, VBD
comprised, VBN
comprises, NNS
comprises, VBZ
comprising, VBG
compunctions, NNS
computed, VBN
comrade, JJ
comrade, NN
comrades, NNS
comrades, VBZ
con, NN
conceal, VB
concealed, VBN
conceals, VBZ
conceded, VBN
conceit, NN
conceited, JJ
conceits, NNS
conceivable, JJ
conceive, NN
conceive, VB
conceived, VBN
conceives, VBZ
concentrate, VB
concentrated, JJ
concentrated, VBN
concentrating, VBG
concentration, NN
concentrations, NNS
concentred, VBN
concentric, JJ
concentric, NN
conception, NN
conceptions, NNS
concern, NN
concerned, VBN
concerning, NN
concerning, VBG
concernment, NN
concernments, NNS
concerns, NNS
concert, NN
conciliating, VBG
conclude, NN
conclude, VB
conclude, VBP
concluded, VBD
concluded, VBN
concluding, JJ
concluding, NN
concluding, VBG
conclusion, NN
concocted, VBD
concocts, VBZ
concrete, NN
concrete, VB
concreted, VBD
concreted, VBN
concubines, NNS
concurred, VBD
concurring, VBG
concussion, NN
concussions, NNS
condemned, JJ
condemned, VBN
condemning, VBG
condensation, NN
condense, VB
condense, VBP
condensed, VBN
condescending, VBG
condescension, NN
condition, NN
condor, NN
conduct, NN
conduct, VB
conducted, VBN
conducting, VBG
conductor, NN
conduits, NNS
cone, NN
cones, NNS
confabulations, NNS
confederate, JJ
confess, NN
confess, VB
confess, VBD
confess, VBP
confessed, VBN
confession, NN
confidence, NN
confident, JJ
confidential, JJ
confidential, NN
confiding, VBG
confine, NN
confined, VBN
confinement, NN
confines, NNS
confining, VBG
confirmation, NN
conflagration, NN
conflagrations, NNS
conflict, NN
conflicting, VBG
conflicts, NNS
confluent, JJ
confluent, NN
confound, VB
confounded, JJ
confounded, VBD
confounded, VBN
confounding, VBG
confounds, VBZ
confronted, VBN
confused, JJ
confusion, NN
congeal, VB
congealed, JJ
congenial, JJ
congenialities, NNS
congeniality, NN
congratulate, VB
congregate, VB
congregated, JJ
congregated, VBD
congregation, NN
conical, JJ
conjectures, NNS
conjoined, VBN
conjunctures, NNS
conjure, VBP
conjured, VBD
conjures, VBZ
connect, VB
connected, VBN
connecting, NN
connecting, VBG
connection, NN
connexion, NN
connexions, NNS
conquered, JJ
conquered, VBD
conquering, VBG
conquest, NN
conscience, NN
consciences, NNS
conscientious, JJ
conscious, JJ
consciousness, NN
consecrated, VBN
consecrating, VBG
consecutive, JJ
consent, NN
consequence, NN
consequences, NNS
consequent, JJ
consequent, NN
consequent, VBP
conservatories, NNS
consider, VB
consider, VBP
considerable, JJ
considerable, NN
consideration, NN
considerations, NNS
considered, VBD
considered, VBN
considering, VBG
consign, VBP
consist, VB
consist, VBP
consisted, VBD
consistence, NN
consistency, NN
consisting, VBG
consists, VBZ
consolation, NN
consolatory, JJ
consort, NN
consort, VB
consorted, VBD
consorted, VBN
conspicuous, JJ
conspire, NN
conspired, VBN
constant, JJ
constellation, NN
constellations, NNS
consternation, NN
consternations, NNS
constituents, NNS
constituting, VBG
constitution, NN
constitutional, JJ
constrain, VB
constrained, VBD
constrained, VBN
constrainings, NNS
constraint, NN
construct, VB
constructed, VBN
construction, NN
consult, VB
consulted, VBN
consulting, VBG
consume, JJ
consume, NN
consume, VB
consumed, VBD
consumed, VBN
consuming, VBG
contact, NN
contain, NN
contain, VB
contain, VBP
contained, VBD
contained, VBN
containing, VBG
contains, NNS
contains, VBZ
contemplating, VBG
contemplation, NN
contemplations, NNS
contemplative, JJ
contemporary, JJ
contemptible, JJ
contended, VBD
contending, VBG
content, JJ
content, NN
content, VB
contented, VBD
contenting, VBG
contents, NNS
contest, NN
context, NN
contiguity, NN
continent, NN
continental, JJ
continents, NNS
contingencies, NNS
contingency, NN
contingent, NN
continual, JJ
continuation, NN
continue, VB
continue, VBP
continued, VBD
continued, VBN
continues, VBZ
continuing, VBG
continuous, JJ
contortions, NNS
contour, NN
contraband, NN
contract, NN
contracted, JJ
contracted, VBD
contracting, JJ
contracting, VBG
contraction, NN
contracts, NNS
contradict, VB
contradicted, VBD
contradiction, NN
contradictory, JJ
contradictory, NN
contrary, JJ
contrary, NN
contrast, NN
contrasting, NN
contrasting, VBG
contribute, NN
contribute, VB
contribute, VBP
contributes, NNS
contributes, VBZ
contributory, NN
contrivance, NN
contrivances, NNS
contrive, VBP
contrived, VBD
contrived, VBN
controllable, JJ
controls, NNS
controls, VB
controversies, NNS
controverted, VBN
contusions, NNS
convalescence, NN
convalescing, VBG
convenience, NN
conveniences, NNS
convenient, JJ
convenient, NN
convent, NN
conventional, JJ
conversant, JJ
conversation, NN
conversed, VBD
conversed, VBN
convert, VB
converted, VBD
converted, VBN
convertible, JJ
convex, JJ
convex, NN
convey, VB
conveyance, NN
conveyed, JJ
conveyed, VBD
conveying, VBG
conveys, NNS
conveys, VBP
conveys, VBZ
convict, NN
convictions, NNS
convicts, NNS
convince, VB
convinced, VBD
convinced, VBN
convivial, JJ
convolutions, NNS
convulsive, JJ
cook, NN
cook, VB
cook, VBP
cooked, JJ
cooked, VBD
cooked, VBN
cooking, NN
cool, JJ
cool, NN
cooled, VBN
cooler, NN
cooling, VBG
coolness, NN
cooper, JJR
cooper, NN
coopers, NNS
copestone, NN
copied, JJ
